Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
581,20,3,1.6007244024062175,9.587748882301822,1,0,3,0,1,0,12,2,2,0,2,6,6,47,20,1,1,13,14,1,9.219544457292887,3,4,1,4,4,3,1,24.372115213907882,5,14.798648586948742,18.193405398660254,33.823069050575526,1,0,1,4,7.264730177929867,0.0,0,7.264730177929867,0,1,1,0,3,1,2,7,6,2,2,1,47.0,3,2,572,5,5,2,14.696938456699069,10.488088481701515,0.0,0,0.0,0,0,6,2007,8,4,12.111212364506214
582,20,3,1.6643602759675349,9.449672183486918,1,3,3,0,4,0,16,2,2,0,2,8,5,1,0,3,1,12,13,1,17.4928556845359,0,4,2,0,4,3,6,0.0,6,0.0,45.18849411078001,45.18849411078001,1,0,1,4,7.621684998724611,0.0,0,7.621684998724611,0,0,2,1,3,1,0,8,6,1,2,1,0.0,2,3,1390,5,5,2,0.0,9.486832980505138,0.0,0,0.0,0,0,8,2009,6,5,12.442302200392747
583,90,3,1.6294982222188463,9.379323364330956,0,3,3,0,4,0,7,2,2,2,6,6,5,17,17,1,1,6,6,1,10.198039027185569,3,2,1,2,4,0,2,28.5657137141714,6,0.0,0.0,28.5657137141714,1,4,1,4,6.704414354964107,0.0,0,6.704414354964107,1,0,1,0,3,1,3,5,6,0,3,6,0.0,1,0,0,3,3,2,0.0,5.656854249492381,0.0,0,0.0,0,0,5,2007,8,4,11.682668239557323
584,75,4,1.6156234211948597,9.51044496442652,1,3,3,0,4,0,17,0,3,0,4,10,9,115,8,1,1,13,14,2,0.0,0,0,0,4,4,3,6,0.0,6,0.0,35.17101079013795,35.17101079013795,1,2,1,4,7.327123292259293,35.41186241925155,0,7.928406026180535,0,0,3,1,3,1,2,9,6,1,2,5,20.0,3,2,880,2,5,2,10.246950765959598,22.40535650240808,0.0,0,0.0,0,0,7,2008,8,4,12.691580461311874
585,50,4,1.547854091746034,8.719317375506371,1,3,3,0,4,0,3,2,2,0,0,4,7,74,14,1,1,0,0,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,29.732137494637012,29.732137494637012,1,0,1,4,6.8966943316227125,24.166091947189145,0,7.360739903058278,0,0,1,0,3,1,2,6,6,0,3,5,74.0,3,1,240,5,5,2,0.0,0.0,7.3484692283495345,0,10.954451150103322,0,0,7,2009,8,4,11.79810440720389
586,20,3,1.6445747962387882,9.345133468317714,1,3,3,0,4,0,23,2,2,0,2,8,5,1,0,3,1,12,13,1,14.422205101855956,2,4,2,0,4,1,2,38.2099463490856,6,0.0,20.199009876724155,43.22036556994862,1,0,1,4,7.614805364711073,0.0,0,7.614805364711073,1,0,2,0,2,1,2,7,6,2,2,1,1.0,2,3,880,5,5,2,18.05547008526779,8.12403840463596,0.0,0,0.0,0,0,3,2006,6,5,12.820987977820545
587,30,3,1.5608947941283693,9.236690147298965,1,3,3,0,4,0,3,6,2,0,2,6,7,90,8,1,1,11,15,2,0.0,3,2,0,4,1,2,5,14.491376746189438,0,24.61706725018234,0.0,28.5657137141714,1,0,1,4,6.731018100482083,0.0,0,6.731018100482083,1,0,1,0,2,1,1,5,6,0,3,5,47.0,0,1,275,5,5,0,0.0,0.0,10.583005244258363,0,0.0,0,0,5,2008,8,4,11.77528972943772
588,85,3,1.613215600983197,9.07566546864958,1,0,3,0,4,0,19,2,2,0,6,5,6,27,27,3,1,6,6,2,0.0,3,4,1,4,4,0,0,25.92296279363144,6,0.0,12.96148139681572,28.982753492378876,1,4,1,4,6.756932389247553,0.0,0,6.756932389247553,1,0,1,0,2,1,3,4,6,0,3,5,13.0,3,2,528,5,5,2,0.0,0.0,0.0,0,0.0,0,0,7,2009,8,4,11.827736204810263
589,20,3,1.590138004527852,10.130423902089033,1,0,2,0,4,2,4,2,2,0,2,5,8,41,6,0,5,13,14,2,0.0,3,4,1,4,4,1,2,36.38681079732051,6,0.0,10.63014581273465,37.907782842049734,1,0,1,4,7.29505641646263,0.0,0,7.29505641646263,2,0,1,0,1,1,0,5,6,2,2,1,41.0,3,1,452,5,5,2,0.0,6.928203230275509,0.0,0,7.745966692414834,0,0,6,2009,8,5,11.870599909242044
590,40,4,1.544452104946379,9.116029692504942,1,3,3,0,4,0,3,6,1,0,2,5,6,78,48,1,1,12,13,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,27.23967694375247,27.23967694375247,1,4,1,0,6.658011045870748,0.0,156,6.840546529288687,0,0,1,0,2,1,3,4,6,0,3,5,20.0,3,1,308,5,5,1,0.0,0.0,0.0,0,0.0,0,600,8,2008,8,4,11.283512300642423
591,60,3,1.5874010519681994,9.026417533815254,1,3,3,0,4,0,5,2,2,0,5,7,5,4,4,1,1,12,13,2,0.0,2,4,2,2,4,3,2,22.135943621178654,6,0.0,16.73320053068151,27.748873851023216,1,0,1,4,6.646390514847729,28.495613697550013,0,7.366445148327599,0,0,2,1,3,1,2,6,6,0,3,1,4.0,2,2,520,5,5,2,0.0,6.708203932499369,0.0,0,0.0,0,0,9,2008,8,4,12.132964173709535
592,60,3,1.662464632826401,9.508814005506162,1,0,3,0,0,0,16,2,2,0,5,10,5,1,1,1,1,5,5,3,20.493901531919196,0,4,2,0,4,1,2,36.578682316343766,6,0.0,19.595917942265423,41.49698784249286,1,0,1,4,7.454719949364001,23.83275057562597,0,7.738923757439457,1,0,2,1,3,1,0,10,6,1,2,3,1.0,2,3,842,5,5,2,19.544820285692065,16.55294535724685,0.0,0,0.0,0,0,6,2009,4,4,13.021326833226556
593,20,3,1.5760586001492374,8.794824928014517,1,3,3,0,4,0,11,2,2,0,2,5,8,26,5,1,1,6,6,2,0.0,3,2,2,4,1,3,2,28.5657137141714,6,0.0,0.0,28.5657137141714,1,0,1,4,6.704414354964107,0.0,0,6.704414354964107,1,0,1,0,2,1,3,4,6,0,3,5,23.0,0,2,816,5,5,2,0.0,0.0,0.0,0,0.0,0,0,6,2008,8,4,11.835008964139341
594,120,4,1.6007244024062175,8.39728289474368,1,3,3,0,4,0,5,2,2,4,2,6,5,6,6,1,1,12,13,1,13.038404810405298,2,4,2,2,4,0,2,26.1725046566048,6,0.0,12.767145334803704,29.120439557122072,1,0,1,4,6.742880635791903,0.0,0,6.742880635791903,1,0,1,0,1,1,2,4,6,0,3,1,6.0,0,2,420,5,5,2,11.832159566199232,0.0,0.0,0,0.0,0,0,5,2009,8,4,11.84939770159144
595,20,3,1.6445747962387882,8.98594603876032,1,0,3,0,4,0,5,2,2,0,2,5,6,33,33,3,1,6,6,2,0.0,3,4,1,2,4,3,6,0.0,6,0.0,30.397368307141328,30.397368307141328,1,4,1,4,6.828712071641684,0.0,0,6.828712071641684,0,0,1,0,3,1,3,5,6,0,3,5,27.0,3,1,280,5,5,2,0.0,0.0,0.0,0,0.0,0,0,4,2008,8,4,11.608235644774552
596,20,3,1.6007244024062175,9.33273498018979,1,0,3,0,4,0,22,2,2,0,2,8,5,1,0,1,1,12,9,1,15.427248620541512,2,4,2,2,4,1,2,37.70941526992961,6,0.0,19.79898987322333,42.59107887809371,1,0,1,4,7.509883061154913,0.0,0,7.509883061154913,1,0,2,0,3,1,2,7,6,1,5,1,1.0,0,3,758,5,5,2,13.416407864998739,8.660254037844387,0.0,0,10.954451150103322,0,0,8,2006,6,5,12.672946381766982
597,70,4,1.5760586001492374,8.1886891244442,1,3,3,0,4,0,17,2,2,0,5,6,7,96,13,1,1,12,13,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,26.153393661244042,26.153393661244042,1,0,0,0,6.52795791762255,26.153393661244042,0,7.221105098182496,0,0,1,0,3,1,3,7,6,0,3,5,76.0,3,1,216,5,1,0,0.0,12.569805089976535,0.0,0,0.0,0,0,10,2006,8,4,11.648365035864053
598,120,3,1.5544838261856166,8.274357006756292,1,3,3,0,4,0,0,2,2,4,2,7,5,1,0,1,1,12,13,1,8.48528137423857,2,4,2,0,4,0,6,0.0,6,0.0,35.4682957019364,35.4682957019364,1,0,1,4,7.2456550675945355,0.0,0,7.2456550675945355,0,2,0,2,2,1,2,7,6,1,2,1,1.0,0,3,648,5,5,2,10.954451150103322,4.0,0.0,0,0.0,0,0,2,2007,6,5,12.17664898415669
599,20,3,1.6272506099369242,9.471473109194427,1,3,0,0,4,0,6,2,2,0,2,5,6,29,29,1,1,9,10,1,21.42428528562855,3,4,1,2,4,2,0,35.81898937714463,3,12.12435565298214,0.0,37.815340802378074,1,0,1,4,7.4067107301776405,0.0,0,7.4067107301776405,1,0,2,0,3,1,2,7,6,1,5,1,29.0,0,2,621,5,5,2,0.0,0.0,0.0,0,0.0,0,0,3,2006,8,4,12.289954129510877
600,160,4,1.4234978142529124,7.575584651557793,1,3,3,0,4,0,1,2,2,3,5,6,6,28,28,1,1,8,8,2,0.0,3,2,1,2,4,3,3,9.0,2,24.73863375370596,4.795831523312719,26.758176320519304,1,4,1,4,6.573680166960646,28.982753492378876,0,7.349873704738337,1,0,2,1,3,1,3,6,6,1,5,1,28.0,0,2,452,5,5,2,12.68857754044952,0.0,0.0,0,0.0,0,0,7,2008,0,4,11.925035115797062
601,60,3,1.613215600983197,9.298992069570746,1,3,3,0,4,0,16,2,2,0,5,8,5,1,1,1,1,12,13,1,16.73320053068151,2,4,2,2,4,0,2,23.366642891095847,6,0.0,22.627416997969522,32.526911934581186,1,0,1,4,6.964135612418245,29.086079144497972,0,7.55171221535131,1,0,2,1,3,1,0,8,6,1,2,3,3.0,0,2,736,5,5,2,13.379088160259652,7.745966692414834,0.0,0,0.0,0,0,6,2006,8,4,12.524526376648708
602,50,4,1.544452104946379,9.104979856318357,1,3,0,0,4,0,9,2,2,0,0,6,6,70,57,1,1,13,14,2,0.0,3,2,2,4,4,3,6,0.0,6,0.0,27.92848008753788,27.92848008753788,1,4,1,4,6.659293919683638,24.392621835300936,0,7.226209010100671,0,0,1,1,3,1,2,6,6,1,2,5,28.0,3,1,544,5,5,1,0.0,12.727922061357855,0.0,0,11.224972160321824,0,0,12,2007,8,4,11.856515169360305
603,60,3,1.6272506099369242,9.214431989879436,1,0,3,0,4,0,20,2,2,0,5,8,5,14,14,1,1,6,6,2,0.0,2,4,2,2,4,2,2,28.089143810376278,6,0.0,10.908712114635714,30.133038346638727,1,0,1,4,6.831953565565855,31.432467291003423,0,7.557472901614746,1,0,2,1,3,1,2,8,6,1,5,1,14.0,0,2,506,5,5,2,10.954451150103322,12.24744871391589,0.0,0,0.0,0,0,2,2006,8,0,12.301382825334498
604,160,1,1.4592328029610848,8.065265208897733,1,3,3,0,4,0,21,2,2,4,5,7,5,6,5,1,1,8,8,2,0.0,2,4,2,2,4,3,6,0.0,6,0.0,24.49489742783178,24.49489742783178,1,0,1,4,6.396929655216146,24.49489742783178,0,7.090076835776092,0,0,2,1,2,1,2,4,6,0,3,5,6.0,2,2,480,5,5,2,0.0,13.114877048604,0.0,0,0.0,0,0,6,2010,8,4,11.925035115797062
605,20,3,1.6445747962387882,9.45743479744618,1,0,3,0,4,0,5,2,2,0,2,7,5,6,6,1,1,12,13,1,9.9498743710662,2,4,2,2,4,2,2,30.364452901377952,6,0.0,23.916521486202797,38.65229618017538,1,0,1,4,7.309212365692763,0.0,0,7.309212365692763,1,0,2,0,3,1,2,6,6,1,5,1,6.0,2,2,530,5,5,2,13.856406460551018,6.0,0.0,0,0.0,0,0,9,2008,8,4,12.30591798049989
606,60,3,1.6382488834516562,9.517825071724143,1,3,3,0,4,0,12,2,2,0,5,7,6,44,19,1,1,6,6,1,13.2664991614216,3,4,1,4,4,3,1,21.307275752662516,6,0.0,17.72004514666935,27.712812921102035,1,4,1,4,7.078341579557671,28.284271247461902,0,7.593877844605118,0,0,2,1,3,1,3,7,6,3,1,1,44.0,3,2,486,5,5,2,0.0,6.48074069840786,0.0,0,13.74772708486752,0,0,10,2009,8,4,12.230765258120545
607,20,3,1.6317213032934124,9.430599768110529,1,1,2,0,0,1,5,2,2,0,2,5,5,13,13,1,1,12,13,2,0.0,3,2,2,2,4,3,2,27.055498516937366,6,0.0,17.549928774784245,32.2490309931942,1,2,1,4,6.946975992135418,0.0,0,6.946975992135418,1,0,1,0,3,1,2,6,6,0,3,5,9.0,3,2,576,5,5,2,12.96148139681572,0.0,0.0,0,0.0,0,0,11,2009,8,4,11.931635799828413
608,20,3,1.6226794404526244,8.961879012677683,1,3,0,0,4,1,7,2,2,0,5,5,8,58,4,1,1,8,8,2,0.0,3,2,1,4,1,3,2,24.55605831561735,6,0.0,17.11724276862369,29.93325909419153,1,0,1,4,7.013915474810528,29.93325909419153,0,7.60489448081162,1,0,3,0,3,1,0,8,6,0,3,1,58.0,3,1,230,5,5,2,10.14889156509222,0.0,0.0,0,0.0,0,0,8,2006,8,4,12.323855681186558
609,70,3,1.6226794404526244,9.406564833939129,1,3,1,0,4,1,6,2,2,0,5,8,6,73,9,1,1,3,14,2,0.0,3,4,2,2,4,2,1,20.688160865577203,6,0.0,23.173260452512935,31.064449134018133,1,4,1,4,7.570443252057374,35.41186241925155,0,8.069029328774958,0,0,2,1,4,1,3,10,6,2,2,2,73.0,3,2,380,5,5,2,0.0,0.0,0.0,0,0.0,0,0,9,2007,8,2,12.791356180214175
610,20,3,1.5789558319019596,8.980046316633132,1,3,3,0,4,0,19,1,2,0,2,4,5,46,46,1,1,12,13,0,13.856406460551018,3,1,1,4,4,2,5,30.04995840263344,6,0.0,11.224972160321824,32.07802986469088,1,2,1,4,6.9363427358340495,0.0,0,6.9363427358340495,1,0,1,0,3,1,3,5,6,0,3,1,46.0,3,1,261,5,5,2,8.0,0.0,6.244997998398398,0,0.0,0,0,4,2007,8,4,11.682668239557323
611,60,3,1.6007244024062175,9.3101857069459,1,3,3,0,4,0,5,4,2,0,5,9,5,9,9,3,1,12,13,1,14.2828568570857,2,4,2,0,4,2,2,30.066592756745816,6,0.0,23.15167380558045,37.94733192202055,1,0,1,4,7.297091005160418,26.019223662515376,0,7.674617497364363,1,0,2,1,3,1,0,8,6,2,0,1,9.0,0,3,736,5,5,2,15.905973720586866,11.916375287812984,0.0,0,0.0,0,0,5,2009,8,4,12.65395846952229
612,80,3,1.6007244024062175,9.249080200292113,1,0,3,0,2,0,14,2,2,0,7,6,6,29,29,1,1,6,6,1,15.264337522473747,3,4,1,2,4,0,0,24.596747752497688,6,0.0,20.663978319771825,32.12475680841802,1,4,1,4,6.939253946041508,0.0,0,6.939253946041508,0,1,2,0,3,1,3,6,6,1,5,1,29.0,3,2,564,5,5,2,0.0,0.0,0.0,0,0.0,0,500,7,2007,8,4,11.904967552746252
613,60,3,1.6007244024062175,9.383032379794294,1,3,3,0,4,0,5,2,2,0,5,8,5,8,8,1,1,12,13,1,10.392304845413264,2,4,2,2,4,0,2,31.464265445104548,6,0.0,17.578395831246947,36.0416425818802,1,0,1,4,7.1693500166706,23.93741840717165,0,7.534762657037537,1,0,2,1,3,1,0,7,6,1,5,3,8.0,2,2,531,5,5,2,12.649110640673518,11.045361017187261,0.0,0,0.0,0,0,11,2009,8,4,12.474189562487116
614,20,3,1.6032856051269204,9.036225051729327,1,3,3,0,4,0,11,1,2,0,2,5,5,0,0,1,1,12,13,2,0.0,3,4,2,2,4,3,0,14.352700094407323,6,0.0,30.23243291566195,33.46640106136302,1,0,1,4,7.02108396428914,0.0,0,7.02108396428914,0,0,1,0,3,1,3,6,6,0,3,6,0.0,1,0,0,3,3,2,0.0,5.477225575051661,0.0,0,0.0,0,0,12,2007,6,5,11.898187865760873
615,180,4,1.4025335376029113,7.307202314764738,1,3,3,0,4,0,10,2,2,4,6,4,6,38,38,1,1,5,5,2,0.0,3,4,1,2,4,0,3,12.24744871391589,2,21.908902300206645,0.0,25.099800796022265,1,0,1,4,6.4457198193855785,0.0,0,6.4457198193855785,1,0,1,0,1,1,3,3,6,0,3,6,0.0,1,0,0,3,3,2,9.797958971132712,4.898979485566356,0.0,0,0.0,0,0,5,2010,8,4,11.231887935237117
616,85,3,1.6272506099369242,9.082507000466299,1,3,3,0,4,0,12,1,2,0,6,6,7,47,47,1,1,8,8,1,12.489995996796797,3,2,2,4,4,1,2,27.622454633866266,6,0.0,13.152946437965905,30.59411708155671,1,0,1,4,6.960347729101308,0.0,0,6.960347729101308,1,0,1,0,3,1,2,6,6,0,3,1,47.0,2,2,480,5,5,2,10.954451150103322,0.0,0.0,0,0.0,0,0,5,2010,8,0,11.831379196088763
617,60,3,1.6007244024062175,8.969669103793757,1,0,3,0,4,0,8,2,2,0,5,6,5,4,3,1,1,12,13,2,0.0,2,4,2,2,4,3,2,21.37755832643195,6,0.0,18.05547008526779,27.982137159266443,1,0,1,4,6.693323668269949,26.49528259898354,0,7.319202458767849,1,0,2,1,3,1,2,7,6,1,2,1,4.0,0,2,393,5,5,2,10.0,8.660254037844387,0.0,0,0.0,0,0,6,2006,8,4,12.118333731222167
618,45,3,1.573118124014776,8.885579291282982,1,3,1,0,0,1,12,0,2,0,1,6,6,54,54,1,1,8,8,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,28.844410203711913,28.844410203711913,1,2,1,4,6.723832440821209,0.0,0,6.723832440821209,0,0,1,0,2,1,2,4,6,0,3,5,46.0,3,2,528,5,5,2,0.0,0.0,0.0,0,0.0,0,0,6,2008,8,4,11.566466231898259
619,20,3,1.6486864043382532,9.366831168735615,1,3,3,0,4,0,16,2,2,0,2,9,5,0,0,3,1,5,5,1,21.2602916254693,0,4,2,0,4,0,2,6.928203230275509,6,0.0,42.118879377305376,42.68489194082609,1,0,1,4,7.510977752014095,0.0,0,7.510977752014095,0,0,2,0,3,1,2,9,6,1,2,1,0.0,3,3,774,5,5,2,0.0,10.392304845413264,0.0,0,16.1245154965971,0,0,7,2007,6,5,12.659734090733718
620,60,3,1.6382488834516562,9.412791300065303,1,3,3,0,4,0,23,2,2,0,5,8,5,5,5,3,1,12,13,3,15.033296378372908,2,4,2,2,4,1,2,29.512709126747414,6,0.0,24.71841418861655,38.49675310984031,1,0,1,4,7.301147805856032,27.92848008753788,0,7.724004656676065,1,0,2,1,4,1,2,10,6,2,2,1,5.0,0,3,749,5,5,2,12.96148139681572,0.0,0.0,0,0.0,0,0,8,2008,8,4,12.628067055589549
621,30,3,1.5264770502686476,9.017726025696795,1,3,3,0,4,0,7,2,2,0,2,3,3,94,58,1,1,11,12,2,0.0,3,4,0,4,4,3,1,6.4031242374328485,6,0.0,28.687976575562104,29.393876913398138,1,4,0,1,6.761572768804055,0.0,0,6.761572768804055,1,0,1,0,2,1,3,5,6,0,3,6,0.0,1,0,0,3,3,0,0.0,0.0,10.0,0,0.0,0,0,9,2008,8,4,11.112447898373103
622,60,3,1.6486864043382532,9.287301413112312,1,3,3,0,4,0,14,2,2,0,5,6,7,34,11,1,1,6,6,2,0.0,3,4,1,4,4,3,0,30.919249667480614,5,13.490737563232042,19.595917942265423,39.01281840626232,1,4,1,4,7.344719054149673,32.64965543462902,0,7.868636894184167,0,0,2,1,4,1,3,9,6,1,5,1,34.0,2,2,624,5,5,2,6.164414002968976,15.588457268119896,0.0,0,0.0,0,0,6,2008,8,4,12.388394202324129
623,20,3,1.6058144886858523,8.862766742283796,1,3,3,0,4,0,19,2,2,0,2,5,6,32,32,1,1,9,10,1,12.36931687685298,3,4,1,4,4,3,1,23.664319132398465,6,0.0,20.493901531919196,31.304951684997057,1,4,1,4,6.887552571664617,0.0,0,6.887552571664617,0,0,1,0,3,1,3,6,6,0,3,5,23.0,3,2,484,5,5,2,13.856406460551018,0.0,0.0,0,0.0,0,0,7,2009,8,4,11.813030057420567
624,160,1,1.6007244024062175,7.6577552711348655,1,3,3,0,4,0,21,2,2,4,5,6,5,7,7,1,1,8,8,1,22.64950330581225,2,4,2,2,4,3,2,20.493901531919196,6,0.0,18.33030277982336,27.49545416973504,1,0,1,4,6.628041376179533,27.49545416973504,0,7.321188556739478,0,0,2,1,2,1,2,4,6,1,5,5,7.0,3,2,440,5,5,2,0.0,5.656854249492381,0.0,0,0.0,0,0,6,2007,8,4,12.034691028774553
625,60,3,1.6272506099369242,9.249561085129464,1,3,3,0,4,0,14,2,2,0,5,6,5,34,34,1,1,12,13,2,16.97056274847714,3,4,1,4,4,3,5,15.716233645501712,6,0.0,22.02271554554524,27.055498516937366,1,2,1,4,6.919683849847411,27.892651361962706,0,7.489970898834801,1,0,1,2,4,1,3,8,3,1,5,1,34.0,2,2,484,5,5,2,12.165525060596439,0.0,0.0,0,12.12435565298214,0,0,11,2006,8,4,12.014609430818936
626,20,3,1.642487749964031,9.210340371976184,1,0,3,0,0,0,12,2,2,0,2,6,6,48,48,3,1,13,14,1,16.15549442140351,3,4,1,4,4,3,6,0.0,6,0.0,33.406586176980134,33.406586176980134,1,4,1,4,7.017506142941256,0.0,0,7.017506142941256,0,0,1,1,3,1,3,5,6,0,3,1,48.0,3,2,440,5,5,2,0.0,0.0,0.0,0,19.621416870348583,0,0,2,2010,8,4,11.982929094215963
627,20,3,1.6007244024062175,9.420763358881013,1,0,3,0,4,0,12,2,2,0,2,5,5,47,29,3,1,13,14,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,31.272991542223778,31.272991542223778,1,4,1,4,7.259819610363186,0.0,0,7.259819610363186,0,0,1,0,3,1,3,6,2,1,5,1,47.0,2,1,286,5,5,2,0.0,0.0,6.0,0,0.0,0,600,8,2007,8,4,11.848683160653573
628,80,3,1.6272506099369242,9.169518377455928,1,3,3,0,4,0,12,2,2,0,7,6,6,55,38,1,1,0,0,1,12.806248474865697,3,4,1,4,4,0,1,25.96150997149434,3,11.489125293076057,18.708286933869708,34.0,1,0,1,4,7.326465613840322,0.0,0,7.326465613840322,1,0,1,0,3,1,3,7,6,2,2,2,55.0,2,1,364,5,5,2,0.0,0.0,13.74772708486752,0,0.0,0,0,3,2010,8,4,11.938193200374572
629,60,3,1.6032856051269204,9.359277484750553,1,0,1,0,4,2,12,2,2,0,5,5,5,38,38,1,1,9,10,1,13.856406460551018,3,4,2,2,4,0,5,25.495097567963924,6,0.0,19.748417658131498,32.2490309931942,1,4,1,4,6.946975992135418,32.2490309931942,0,7.640123172695364,0,1,1,2,5,1,1,9,6,2,5,1,38.0,3,2,504,5,5,2,18.303005217723125,0.0,0.0,0,0.0,0,0,9,2007,8,3,11.813030057420567
630,80,3,1.6317213032934124,9.10719961305667,1,3,3,0,0,0,12,1,2,0,7,6,5,44,44,1,7,9,14,1,16.09347693943108,3,4,1,4,4,1,2,24.979991993593593,5,18.33030277982336,16.97056274847714,35.32704346531139,1,4,1,4,7.2078598714324755,0.0,0,7.2078598714324755,1,0,1,1,3,1,3,6,6,0,3,1,44.0,2,2,520,5,5,2,13.2664991614216,0.0,0.0,0,0.0,0,0,6,2008,8,4,12.034691028774553
631,70,4,1.544452104946379,9.104979856318357,1,3,3,0,0,0,17,0,2,0,5,5,6,126,15,1,1,12,13,2,0.0,3,4,0,1,0,3,6,0.0,6,0.0,25.219040425836983,25.219040425836983,1,4,1,0,6.9930151229329605,25.709920264364882,0,7.4673710669175595,0,0,1,0,3,1,0,8,6,0,3,5,69.0,3,1,240,1,4,0,0.0,0.0,17.11724276862369,0,0.0,0,0,6,2006,8,0,11.728036844587175
632,120,3,1.4796681446837607,8.431635303054591,1,3,3,0,4,0,16,2,2,3,2,8,5,1,1,1,1,12,13,3,10.392304845413264,2,4,2,2,1,2,2,4.898979485566356,6,0.0,39.11521443121589,39.42080668885405,1,0,1,4,7.348587530927593,0.0,0,7.348587530927593,0,0,2,0,2,1,2,6,6,1,2,1,1.0,2,2,627,5,5,2,12.489995996796797,8.54400374531753,0.0,0,0.0,0,0,8,2007,8,4,12.25247901834433
633,20,3,1.6382488834516562,9.38429367909962,1,3,3,0,4,0,14,2,2,0,2,7,5,32,32,3,1,9,10,1,14.45683229480096,3,2,1,4,4,3,0,28.6705423736629,6,0.0,23.748684174075834,37.22902093797257,1,4,1,4,7.252053951852814,0.0,0,7.252053951852814,0,0,2,0,3,1,3,6,6,1,5,1,32.0,0,2,544,5,5,2,13.856406460551018,0.0,0.0,0,0.0,0,0,4,2009,8,3,11.320553572322773
634,20,3,1.6272506099369242,9.132378830506472,1,3,3,0,0,0,12,2,2,0,2,5,7,53,2,1,1,13,14,2,0.0,3,4,1,4,4,3,1,21.908902300206645,3,21.633307652783937,10.392304845413264,32.49615361854384,1,4,1,4,6.962243464266207,0.0,0,6.962243464266207,0,1,1,0,3,1,3,6,6,0,3,1,53.0,3,1,260,5,5,2,19.748417658131498,0.0,0.0,0,0.0,0,0,7,2007,8,4,11.845102777308561
635,90,3,1.5874010519681994,8.850660919017152,1,3,3,0,4,0,17,2,2,2,6,6,5,30,30,1,1,9,10,2,0.0,3,4,1,4,4,3,2,32.49615361854384,6,0.0,0.0,32.49615361854384,1,2,1,4,6.962243464266207,0.0,0,6.962243464266207,2,0,0,0,0,2,3,4,6,0,3,5,30.0,3,2,576,5,5,2,16.24807680927192,7.483314773547883,0.0,0,0.0,0,600,6,2010,8,4,11.877568578558138
636,190,2,1.5760586001492374,9.296151028389293,1,3,0,0,4,0,18,1,2,1,3,6,7,93,12,3,1,12,13,2,0.0,1,4,1,4,0,3,3,16.0,6,0.0,34.40930106817051,37.94733192202055,1,0,1,0,7.272398392570047,37.94733192202055,515,8.130059039992796,0,0,2,0,8,2,1,14,6,0,3,6,0.0,1,0,0,3,3,0,0.0,10.488088481701515,0.0,0,0.0,0,0,3,2007,8,0,12.206072645530174
637,30,4,1.547854091746034,8.719317375506371,1,3,3,0,4,0,3,2,2,0,2,2,3,73,59,1,1,0,0,2,0.0,1,1,0,4,0,3,6,0.0,6,0.0,16.24807680927192,16.24807680927192,3,1,0,0,6.684611727667927,0.0,0,6.684611727667927,0,0,1,0,1,1,1,4,0,1,4,6,0.0,1,0,0,3,3,0,0.0,0.0,0.0,0,0.0,0,0,1,2009,5,4,11.002099841204238
638,190,4,1.544452104946379,8.699514748210191,1,3,3,0,4,0,17,2,2,1,0,5,4,55,55,1,1,13,14,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,28.478061731796284,28.478061731796284,1,4,1,0,6.698268054115413,24.0,0,7.234898420314831,0,0,2,0,3,2,2,7,6,0,3,3,55.0,3,1,256,5,5,2,0.0,0.0,0.0,0,0.0,0,0,11,2009,8,4,11.440354772135393
639,30,3,1.595501439277358,9.079889942592118,1,3,3,0,4,0,7,1,2,0,2,5,7,98,58,1,1,8,14,2,0.0,3,4,1,1,4,3,6,0.0,6,0.0,28.21347195933177,28.21347195933177,1,2,1,0,6.679599185844383,0.0,0,6.679599185844383,0,0,1,0,2,1,3,4,6,0,3,6,0.0,1,0,0,3,3,1,18.110770276274835,0.0,12.806248474865697,0,0.0,0,0,5,2008,8,4,11.350406535472453
